Time	SizeNorm	NN	MaxRgMorm	MaxRg	EffPhi
29.673	0.0244397846	3.882480173	0.6535692107	83.656858971	0.3857754917
29.772	0.0244088379	3.8878101402	0.6529781218	83.5811995925	0.3839767374
29.871	0.0249662199	3.8800428418	0.6516938239	83.4168094614	0.3980451098
29.97	0.0253088326	3.8879712747	0.6553500111	83.8848014261	0.4034764298
30.069	0.0252941038	3.8982443569	0.6564551467	84.0262587765	0.3943635152
30.168	0.0256247826	3.8988522238	0.6556719272	83.9260066868	0.407378075
30.267	0.0250185773	3.9024390244	0.6539900898	83.7107314977	0.3921645957
30.366	0.0258061592	3.904419691	0.6554690082	83.9000330547	0.3903450307
30.465	0.0254783937	3.932325414	0.6555939355	83.9160237473	0.390213101
30.564	0.0254649863	3.9189964158	0.6567990781	84.0702820028	0.3901339555
30.663	0.0260793794	3.9290068125	0.6544773957	83.7731066513	0.3934447733
30.762	0.0268563396	3.94312455	0.6579609095	84.2189964128	0.4023936831
30.861	0.0308823396	3.9478827362	0.6728675733	86.1270493785	0.4113473693
30.96	0.0287877599	3.9509733237	0.67106755	85.8966463991	0.4192062567
31.059	0.0281205097	3.970556553	0.6700135885	85.761739322	0.4212444695
31.158	0.0280817867	3.9617604618	0.669907558	85.7481674289	0.4137759202
31.257	0.0287890275	3.9698600646	0.6677333208	85.4698650682	0.4385738412
31.356	0.0287892108	3.9971254042	0.6651039278	85.1333027571	0.4375629565
31.455	0.0291443156	4.0050341604	0.6688650011	85.6147201404	0.4383582842
31.554	0.0291977239	4.0230963551	0.669702703	85.7219459784	0.4355051909
31.653	0.0292255706	4.0158902131	0.6657438352	85.2152109035	0.4340111345
31.752	0.0290799757	4.0201221703	0.6682431898	85.5351282917	0.4348057786
31.851	0.0294688185	4.0287873336	0.6697264528	85.7249859629	0.4352425529
31.95	0.0296150416	4.0265804598	0.6679832634	85.5018577103	0.4409552703
32.049	0.029632584	4.0388070428	0.6695891384	85.7074097138	0.4404474864
32.148	0.0373326137	4.0446525027	0.7242982756	92.710179283	0.452942371
32.247	0.0297661185	4.0453400504	0.6667392295	85.342621378	0.436935976
32.346	0.0395829804	4.057782593	0.7107941019	90.9816450421	0.4350939593
32.445	0.0385206452	4.0759493671	0.7053654159	90.2867732406	0.4300955636
