Time	SizeNorm	NN	MaxRgMorm	MaxRg	EffPhi
32.544	0.0382882613	4.0664259928	0.7050394356	90.2450477558	0.4351081306
32.643	0.0387649334	4.0763138949	0.7092385927	90.7825398677	0.439048454
32.742	0.0389761476	4.0964722822	0.7118925494	91.1222463259	0.4429883908
32.841	0.0395461251	4.0936262153	0.7125504713	91.2064603256	0.4528821578
32.94	0.0493758274	4.0950666187	0.7286785224	93.2708508651	0.4275465478
33.039	0.0496240908	4.1042040963	0.7278522006	93.165081671	0.4300402077
33.138	0.0491158835	4.0965765766	0.7273432783	93.0999396172	0.4261673895
33.237	0.04897163	4.1030259366	0.7228616238	92.5262878447	0.4246382737
33.336	0.0511386803	4.1076426265	0.7219055835	92.4039146822	0.439945439
33.435	0.0627906176	4.1196396396	0.7058441224	90.3480476709	0.4207333229
33.534	0.0620007524	4.1130716601	0.7031972189	90.0092440147	0.415589444
33.633	0.0709064674	4.1348637016	0.6914824381	88.5097520713	0.4037454774
33.732	0.0715816298	4.1341463415	0.6922638702	88.6097753858	0.4108717448
33.831	0.0710754633	4.1346704871	0.6900305483	88.3239101803	0.4061081145
33.93	0.0705938888	4.1446991404	0.6879715514	88.0603585842	0.4076633467
34.029	0.0826724341	4.154340836	0.6992737374	89.5070383812	0.4010482774
34.128	0.0721112329	4.1584582441	0.6947552025	88.9286659179	0.4120836321
34.227	0.0725972092	4.1546685674	0.6946002638	88.9088337628	0.4159849155
34.326	0.08318074	4.1643543223	0.7036856875	90.0717679955	0.409648349
34.425	0.0731102631	4.179943101	0.6934253182	88.7584407254	0.4113289893
34.524	0.0728399103	4.1903409091	0.6925492624	88.6463055832	0.4126369439
34.623	0.073585676	4.1961756374	0.6950970559	88.9724231616	0.4162307208
34.722	0.0729691873	4.2113879004	0.6943338085	88.8747274816	0.4153399328
34.821	0.073600456	4.2143111428	0.6929644182	88.6994455341	0.4114673729
34.92	0.0843832401	4.2062076347	0.7015239301	89.7950630519	0.4063158499
35.019	0.0852967533	4.2036836403	0.7016640874	89.8130031818	0.3761464914
35.118	0.0736119554	4.2167381974	0.6936752301	88.790429457	0.3817738268
35.217	0.07350262	4.2122186495	0.6931220734	88.7196254006	0.3801649189
35.316	0.0737743535	4.2258522727	0.6991043314	89.4853544175	0.3858213691
35.415	0.0736448133	4.2292630829	0.6923823936	88.6249463778	0.4118863524
35.514	0.0741335939	4.2380446334	0.698509514	89.4092177965	0.4225846611
36.7833333333	0.0748406454	4.2437633642	0.7001330018	89.6170242253	0.4222867767
37.0323333333	0.0235947533	4.2458561212	0.6082710669	140.510616454	0.5254552519
37.2813333333	0.0248966027	4.2702207414	0.6096519829	140.8296080471	0.5293884734
37.5303333333	0.0248141978	4.2835598276	0.6110853193	141.1607087617	0.5565317137
37.7793333333	0.0260089645	4.2969490398	0.6119534925	141.3612567693	0.5460458219
38.0283333333	0.0268944173	4.3107906514	0.6081390559	140.4801219211	0.5529048092
38.2773333333	0.027695304	4.3214789024	0.6110319168	141.1483727694	0.5393032865
38.5263333333	0.0276361941	4.3454786353	0.6106674849	141.0641890112	0.5385568704
38.7753333333	0.0277110794	4.3487136929	0.6091109897	140.7046386206	0.5421214545
39.0243333333	0.0277938363	4.3694014405	0.6085841013	140.582927389	0.53587152
39.2733333333	0.0289163193	4.3683293219	0.6061228054	140.0143680427	0.5359234711
39.5223333333	0.0291749905	4.3841103632	0.6067303181	140.1547034826	0.5389132074
39.7713333333	0.0292618959	4.406356602	0.6072956126	140.285286518	0.5386536724
40.0203333333	0.0291239336	4.4128066528	0.6061010816	140.0093498472	0.5317381629
40.2693333333	0.0291125229	4.4292828685	0.6044664766	139.6317560986	0.5291138128
40.5183333333	0.0319909406	4.4380461014	0.6334754361	146.3328257502	0.5448973181
40.7673333333	0.0321647473	4.4464241112	0.6346122755	146.5954356298	0.5435201265
41.0163333333	0.0324025111	4.4550669216	0.6332510855	146.2810007549	0.5453470048
41.2653333333	0.0354820703	4.4732595858	0.6286096257	145.2088235282	0.536699497
41.5143333333	0.035560351	4.4853917663	0.6284731269	145.1772923202	0.5428414205
41.7633333333	0.0354999496	4.4880557399	0.6294221065	145.3965066092	0.5416766945
42.0123333333	0.0358199153	4.5079758658	0.6305306421	145.6525783283	0.5507850583
42.2613333333	0.0362404348	4.5251608645	0.6293386927	145.3772380194	0.5548151718
42.5103333333	0.0371651087	4.530369391	0.6306702138	145.6848193793	0.5674832956
42.7593333333	0.0376874189	4.5474851092	0.6309961638	145.7601138377	0.5702770277
43.0083333333	0.0392880227	4.5550420862	0.6312214431	145.8121533522	0.5267996804
43.2573333333	0.0602177875	4.5674134083	0.7377913931	170.4298118096	0.5415075147
43.5063333333	0.0600968323	4.5710032255	0.7377036539	170.4095440519	0.5415589464
43.7553333333	0.0600162062	4.5836222552	0.7377221774	170.4138229906	0.5396278754
44.0043333333	0.0600431934	4.5961062531	0.7375690726	170.3784557799	0.5331498595
44.2533333333	0.0602957024	4.6059605383	0.7368488576	170.2120860943	0.5326469575
44.5023333333	0.060099866	4.6047509073	0.7371295922	170.2769358078	0.5316027949
44.7513333333	0.0596367905	4.6117879486	0.7376563621	170.3986196455	0.5351607361
45.0003333333	0.0597652414	4.6191965756	0.7375828972	170.3816492592	0.5349642228
45.2493333333	0.0598733526	4.624526749	0.7372994298	170.3161682802	0.5298807389
45.4983333333	0.0598524028	4.6317614997	0.7365900176	170.1522940676	0.5236919178
45.7473333333	0.0635125176	4.6097802742	0.7286003091	168.3066713956	0.5056296636
45.9963333333	0.0598817959	4.6074758643	0.7365385462	170.1404041795	0.5262602506
46.2453333333	0.0596734319	4.6601845748	0.7350147434	169.7884057251	0.5181218866
46.4943333333	0.0601978817	4.6718956407	0.7351510433	169.8198909953	0.5202981697
46.7433333333	0.0628900113	4.6794692162	0.7286928575	168.328050093	0.5172478073
46.9923333333	0.0602406113	4.6883330591	0.7358178204	169.9739165067	0.5285540414
47.2413333333	0.0637918449	4.6989745286	0.727682555	168.0946701963	0.5139192098
47.4903333333	0.0802848201	4.7107628866	0.7327515978	169.2656190989	0.498033951
47.7393333333	0.0633837167	4.7220804872	0.7268161424	167.8945288919	0.5113513548
47.9883333333	0.064119325	4.7246736077	0.7266896231	167.8653029334	0.5109309792
48.2373333333	0.0641116574	4.7252874514	0.7259352851	167.6910508663	0.5084834654
48.4863333333	0.0642468899	4.7380323539	0.7284539791	168.2728691704	0.5118173984
48.7353333333	0.0647011047	4.7470178926	0.7278608862	168.1358647137	0.5101410428
48.9843333333	0.0643725233	4.7516312877	0.7275213384	168.057429164	0.510391195
49.2333333333	0.065016157	4.7657218412	0.7272237883	167.9886950907	0.5100191479
49.4823333333	0.0652279703	4.7667964543	0.7267520907	167.8797329504	0.5094969745
49.7313333333	0.0657259248	4.7736693749	0.7280811408	168.1867435252	0.5064435304
49.9803333333	0.0660075124	4.7770034843	0.7266062078	167.846034005	0.5085179218
50.2293333333	0.0658143276	4.794725056	0.7266676156	167.8602192045	0.5072533331
50.4783333333	0.0665388312	4.7894169362	0.7250857898	167.4948174421	0.5005365864
50.7273333333	0.0690936068	4.8035536367	0.7309996271	168.8609138582	0.4990240247
50.9763333333	0.0688145906	4.8059428951	0.732795535	169.2757685744	0.5020725786
51.2253333333	0.0791323312	4.8039118183	0.7674488578	177.2806861524	0.5169735535
51.4743333333	0.0792875899	4.8085918063	0.7677227272	177.343949982	0.5127438564
51.7233333333	0.0805888251	4.784049284	0.7706075642	178.0103473302	0.5152199286
51.9723333333	0.0801385082	4.8299668874	0.7695823948	177.7735331908	0.5171486072
52.2213333333	0.0804745411	4.8343659645	0.7689191003	177.6203121587	0.5180130778
52.4703333333	0.0806521943	4.8423490488	0.7700901433	177.8908231034	0.5196559009
52.7193333333	0.0803762961	4.8536201903	0.7685828021	177.5426272941	0.519046278
52.9683333333	0.0822304878	4.8509687034	0.7704747172	177.9796596723	0.5273426439
53.2173333333	0.0832832806	4.8639141206	0.7724482439	178.4355443318	0.5313023069
53.4663333333	0.0835775248	4.8722911497	0.7734620609	178.6697360749	0.523109813
53.7153333333	0.0837846625	4.8763914271	0.7717402612	178.2720003357	0.517517211
53.9643333333	0.0838056814	4.8824212272	0.7733942034	178.6540609762	0.5190877081
54.2133333333	0.090400706	4.8837557125	0.7695654839	177.7696267838	0.5106729516
54.4623333333	0.0895416935	4.8920708492	0.77161035	178.2419908548	0.5199107391
54.7113333333	0.0925799245	4.8883921179	0.7765060877	179.372906258	0.5257845853
54.9603333333	0.0933035178	4.900116144	0.7765812729	179.3902740514	0.5205475104
55.2093333333	0.0939863789	4.909558153	0.7764501328	179.3599806841	0.5346694992
55.4583333333	0.0954296065	4.9165560717	0.7756400948	179.1728619099	0.5354090576
55.7073333333	0.1015301861	4.9165628892	0.7659826536	176.9419929872	0.5360754958
55.9563333333	0.1175647546	4.9159251559	0.7834884685	180.9858362197	0.5428915117
56.2053333333	0.1072832753	4.9360258214	0.7905181619	182.6096954003	0.558277323
56.4543333333	0.1079807086	4.930883205	0.7900167783	182.4938757901	0.5596593241
56.7033333333	0.1343594727	4.9298041819	0.8061755607	186.2265545119	0.5318214969
56.9523333333	0.1125502721	4.9431808783	0.7928775672	183.1547180158	0.5576695886
57.2013333333	0.11325308	4.9490371846	0.7927929713	183.1351763756	0.5602730216
57.4503333333	0.1350149779	4.947089509	0.8072908056	186.4841761042	0.5386772333
57.6993333333	0.1482271467	4.9560629791	0.8079326495	186.6324420449	0.5423437969
57.9483333333	0.1479943061	4.9590313485	0.8042323565	185.7776743578	0.5231177228
58.1973333333	0.1476307128	4.9652720357	0.8041332393	185.7547782707	0.5225066654
58.4463333333	0.1497518675	4.9707563582	0.8070366618	186.4254688653	0.5255821967
58.6953333333	0.1595280564	4.9785649259	0.8259767893	190.8006383315	0.5355180155
58.9443333333	0.1727227576	4.9708288571	0.8330250868	192.4287950565	0.552567711
59.1933333333	0.1735860259	4.9813664596	0.8329673067	192.4154478392	0.5361462293
59.4423333333	0.1734456287	4.9890710383	0.8316811263	192.1183401837	0.5337751615
59.6913333333	0.173561306	4.9767094903	0.8310596518	191.9747795679	0.5328788997
59.9403333333	0.1745122107	4.9758735441	0.8305551937	191.8582497436	0.5315057024
60.1893333333	0.1734687159	4.9947704823	0.830636883	191.877119965	0.5299378363
60.4383333333	0.1714855038	4.9955881129	0.8266359402	190.9529021828	0.5229751959
60.6873333333	0.2009702213	4.9666360064	0.8431856367	194.7758820838	0.5130576047
60.9363333333	0.1754409928	4.9509018036	0.8301654523	191.7682194766	0.5271717641
61.1853333333	0.1779202123	4.9895388735	0.8323857996	192.2811197126	0.526225417
61.4343333333	0.1740535104	5.0076845974	0.8272834558	191.1024782993	0.5251927261
61.6833333333	0.1747102823	5.0059280287	0.827570913	191.1688809004	0.5206276791
61.9323333333	0.1839898754	5.0122612395	0.8343617311	192.73755989	0.5268691816
62.1813333333	0.1777591104	5.015263992	0.8273126574	191.1092238586	0.5134532483
62.4303333333	0.1826115309	5.0199882914	0.8338816673	192.6266651558	0.5168713621
62.6793333333	0.184929456	5.0126433894	0.8329283958	192.406459424	0.5341306498
62.9283333333	0.2084954436	5.0293601004	0.8412502531	194.3288084653	0.5294327748
63.1773333333	0.2086476079	5.0243372083	0.840690047	194.1994008673	0.5314069817
63.4263333333	0.2080738255	5.0344424009	0.8401500349	194.0746580575	0.5307089852
63.6753333333	0.2087417408	5.0402813835	0.8396473382	193.9585351241	0.5300908623
63.9243333333	0.2066257254	5.0458792125	0.8387952683	193.7617069839	0.5277123131
64.1733333333	0.2044112258	5.0513827387	0.8381984721	193.6238470545	0.5285144422
64.4223333333	0.2085975075	5.0535550171	0.8391715419	193.8486261689	0.5284715158
64.6713333333	0.2086770581	5.0474995819	0.8389726208	193.8026754073	0.5322476686
64.9203333333	0.211435865	5.066365764	0.8381516214	193.6130245412	0.5652569812
65.1693333333	0.2203594555	5.0704154847	0.8372746262	193.4104386532	0.5605334375
65.4183333333	0.2202154716	5.0744520663	0.8372519844	193.4052083947	0.5595600193
65.6673333333	0.2203244264	5.080377264	0.8372896675	193.4139131914	0.5640702576
65.9163333333	0.2210122617	5.0775135586	0.8382007605	193.6243756784	0.560095139
66.1653333333	0.2214706289	5.0888276093	0.8385006791	193.6936568659	0.5630875912
66.4143333333	0.2338821801	5.0954246187	0.8381775628	193.6190170169	0.5592605645
66.6633333333	0.2339931708	5.1038971877	0.8382800539	193.6426924415	0.5598887701
66.9123333333	0.2346264364	5.1111296791	0.8386250977	193.7223975584	0.5586406245
67.1613333333	0.232003418	5.109550092	0.8365585178	193.2450176091	0.5292892786
67.4103333333	0.2334705428	5.1132107023	0.8383090764	193.6493966551	0.5274919695
67.6593333333	0.2405988722	5.1187348339	0.84040848	194.134358891	0.5607519576
67.9083333333	0.2415862623	5.1112969312	0.8401336621	194.0708759357	0.5552218505
68.1573333333	0.2406470337	5.1203541301	0.8399635345	194.0315764759	0.5569408974
68.4063333333	0.2414536087	5.12922897	0.840354429	194.1218731017	0.5541187677
68.6553333333	0.2415314081	5.1274279973	0.839253893	193.8676492739	0.551581374
68.9043333333	0.2401690417	5.1346153846	0.8393190295	193.8826958053	0.5275295621
69.1533333333	0.2425711036	5.1357424331	0.8390724224	193.8257295704	0.5521595559
69.4023333333	0.2417617514	5.1366184222	0.838535963	193.7018074473	0.5513684514
69.6513333333	0.2405447788	5.1362837781	0.8379111715	193.5574806089	0.5512980853
69.9003333333	0.2396273043	5.1433832761	0.8375031575	193.463229394	0.5278642816
70.1493333333	0.2392095498	5.1415425799	0.8384205599	193.6751493421	0.5257289507
70.3983333333	0.2396237795	5.1471250939	0.8385796457	193.7118981524	0.5273190462
70.6473333333	0.2417186768	5.1471496536	0.8388886735	193.7832835701	0.5526563584
70.8963333333	0.2433943066	5.1518543268	0.8391476729	193.8431124359	0.5262329733
71.1453333333	0.2448112132	5.1536662769	0.8395825797	193.9435759108	0.5236858274
71.3943333333	0.2462830573	5.1428093366	0.8374125265	193.4422936157	0.5222423496
71.6433333333	0.2484791772	5.155957162	0.8377631878	193.5232963789	0.5431791057
71.8923333333	0.2470127201	5.1647911978	0.8377164356	193.5124966289	0.5426889408
72.1413333333	0.2427574602	5.1580003344	0.837793263	193.5302437636	0.5202670208
72.3903333333	0.2446321476	5.1600233977	0.8373143283	193.4196098417	0.5430133011
72.6393333333	0.2637542899	5.1696853351	0.8450054278	195.1962538172	0.5408672503
72.8883333333	0.2708758669	5.1667502089	0.8507565954	196.5247735355	0.5480562228
73.1373333333	0.2687261253	5.1804072096	0.8491298483	196.1489949475	0.5213708959
73.3863333333	0.2790840278	5.1682953312	0.8510737003	196.5980247757	0.5470153807
73.6353333333	0.2742265926	5.1690176112	0.8512241746	196.6327843237	0.548049791
73.8843333333	0.2698547016	5.184203949	0.8492679886	196.1809053599	0.5458687306
74.1333333333	0.2687595367	5.161699641	0.8446392716	195.1116717495	0.5428565606
74.3823333333	0.2746918753	5.1735094908	0.8498386518	196.3127285557	0.5474355982
74.6313333333	0.2741200029	5.1711802073	0.849227149	196.1714714148	0.5467260915
74.8803333333	0.2737898972	5.1754371288	0.8488607313	196.0868289307	0.5474320975
75.1293333333	0.2723411683	5.1747678407	0.8492544823	196.1777854154	0.5213784999
75.3783333333	0.2746697314	5.1900743588	0.8493559916	196.2012340508	0.5472102157
75.6273333333	0.2753557936	5.186511589	0.848600659	196.0267522199	0.5456481879
75.8763333333	0.2496805935	5.1493887121	0.8369939262	193.345596963	0.5240744064
76.1253333333	0.2770443706	5.1471672813	0.8482048722	195.9353254881	0.5218934292
76.3743333333	0.2846500492	5.1524911928	0.8487221772	196.0548229247	0.5446752162
76.6233333333	0.294706746	5.1535429769	0.8442575244	195.0234881423	0.5323997961
76.8723333333	0.2954590047	5.1573646664	0.8439038533	194.9417901177	0.5072534265
77.1213333333	0.2968755732	5.1593618808	0.8446303804	195.1096178755	0.5087856516
77.3703333333	0.2935462892	5.2011051574	0.8444095037	195.0585953527	0.5075364353
77.6193333333	0.2930522534	5.207155994	0.8450670498	195.2104885037	0.5082970766
77.8683333333	0.2897918682	5.202108081	0.8414666085	194.3787865702	0.5047857946
78.1173333333	0.2943004248	5.208772811	0.8443027386	195.0339326262	0.5072646146
78.3663333333	0.305174148	5.2155844156	0.8485763786	196.0211434576	0.5334033478
78.6153333333	0.3031098451	5.2039942939	0.8461097501	195.4513522844	0.5084364259
78.8643333333	0.3035441244	5.2087284935	0.8455065884	195.3120219263	0.5045708923
79.1133333333	0.3005383331	5.2120245193	0.8437650385	194.9097238887	0.5318901952
79.3623333333	0.31004234	5.22177487	0.8510336285	196.5887681939	0.5122175075
79.6113333333	0.3135384624	5.2153833235	0.8506438617	196.4987320624	0.5375826206
79.8603333333	0.312972089	5.2190252496	0.8528287571	197.0034428936	0.5403938583
80.1093333333	0.3127151112	5.2244932149	0.852160223	196.8490115236	0.5405002628
80.3583333333	0.3181217586	5.225757703	0.8548165223	197.4626166628	0.5440373968
80.6073333333	0.3170071491	5.2326811655	0.8549740596	197.4990077713	0.5180560666
80.8563333333	0.2896173822	5.2313376438	0.8474815028	195.7682271421	0.5222125697
81.1053333333	0.3205209615	5.2236464834	0.8541988684	197.3199385979	0.5420215738
81.3543333333	0.3184611832	5.2304073919	0.853617052	197.1855390076	0.5421122059
81.6033333333	0.3170788041	5.2332912989	0.853872575	197.2445648175	0.5154752894
81.8523333333	0.3256155562	5.2380551817	0.854508051	197.3913597731	0.5428444552
82.1013333333	0.326260834	5.2402187631	0.8553009097	197.5745101397	0.5163920905
82.3503333333	0.3266867836	5.2421123671	0.8548181309	197.462988243	0.5150711143
82.5993333333	0.3257532153	5.2431293205	0.8543487676	197.3545653091	0.5159816313
82.8483333333	0.3259585922	5.2435670294	0.8540517729	197.2859595398	0.5150841856
83.0973333333	0.3260281396	5.2445982444	0.8535886361	197.1789749283	0.5138079753
83.3463333333	0.3270139021	5.2410880216	0.8538244793	197.2334547267	0.5124297928
83.5953333333	0.32757954	5.2496205094	0.8542384486	197.3290816344	0.5401480458
83.8443333333	0.3270216345	5.2397404567	0.8539675947	197.2665143838	0.5139195415
84.0933333333	0.3290792181	5.240867291	0.8542060833	197.3216052331	0.5396205499
84.3423333333	0.3252478088	5.2404850118	0.8535322052	197.1659393938	0.5135000457
84.5913333333	0.2972166876	5.2398212931	0.8448807216	195.1674466962	0.5182099861
84.8403333333	0.3280198259	5.2405063291	0.852409571	196.90661091	0.5386336152
85.0893333333	0.3244778887	5.241843256	0.8527818552	196.9926085466	0.51055949
85.3383333333	0.3323001656	5.238649789	0.855911203	197.7154878956	0.5140982418
85.5873333333	0.3290017731	5.2399426499	0.8534971479	197.1578411646	0.5368553763
85.8363333333	0.3276886863	5.2466941801	0.8525954498	196.9495488982	0.5357065837
86.0853333333	0.3261233532	5.2493238675	0.852086522	196.8319865894	0.508661542
86.3343333333	0.3281880383	5.2418443901	0.8517981423	196.7653708627	0.535478484
86.5833333333	0.3279536285	5.2528416267	0.8533454273	197.1227937018	0.5357298912
86.8323333333	0.2986085791	5.2532681117	0.8445674438	195.0950795255	0.5396019978
87.0813333333	0.3046030833	5.2521959459	0.8321813744	192.2338974853	0.5276907482
87.3303333333	0.2982539013	5.2507180267	0.8425702052	194.6337174057	0.5355213998
87.5793333333	0.3279441121	5.2598411894	0.8514153794	196.6769526385	0.5317212165
87.8283333333	0.2980553509	5.2478632479	0.8432783595	194.7973010544	0.5110298747
88.0773333333	0.3325022895	5.2541627927	0.8531965451	197.0884019219	0.5357341212
88.3263333333	0.3296854069	5.2708227741	0.8511592279	196.6177816336	0.5344186054
88.5753333333	0.305600343	5.2614733277	0.8454338229	195.2952130826	0.5402429506
88.8243333333	0.3052636366	5.26481278	0.8452366788	195.2496728	0.5412124795
89.0733333333	0.300259781	5.2616711773	0.8433717427	194.8188725571	0.5120540649
89.3223333333	0.3058032745	5.252769556	0.8437050112	194.8958575934	0.5402604784
89.5713333333	0.3342870556	5.2566028183	0.8544160614	197.3701101829	0.5428431383
89.8203333333	0.3066063928	5.2574081891	0.8475409403	195.78195722	0.5170851784
90.0693333333	0.2994314729	5.2614345992	0.8446820028	195.1215426437	0.5137046923
90.3183333333	0.2985783084	5.2592717749	0.8439557216	194.9537716845	0.513563827
90.5673333333	0.3020813541	5.2677651035	0.8451914016	195.2392137732	0.540522084
90.8163333333	0.3338349249	5.2320432652	0.8523960838	196.9034953554	0.5356455231
91.0653333333	0.3119645055	5.2330358646	0.8479752324	195.8822786909	0.5642856985
91.3143333333	0.3329379805	5.2426495438	0.8524502746	196.9160134214	0.5565681448
91.5633333333	0.3049783232	5.2611971891	0.84371561	194.8983059	0.5369255762
