Time	SizeNorm	NN	MaxRgMorm	MaxRg	EffPhi
33.8333333333	0.0039803917	2.3719812568	0.2552894825	51.5684754675	0.1419643775
34	0.0046603332	2.3761899024	0.2633573803	53.1981908129	0.1548258608
34.1666666667	0.004187604	2.3598557692	0.2615587254	52.8348625342	0.1488890919
34.3333333333	0.0039127723	2.3616076785	0.2400907806	48.4983376911	0.1390295535
34.5	0.0042015568	2.3221298639	0.2512226963	50.7469846495	0.1446356689
34.6666666667	0.0038988188	2.3191054467	0.2551828827	51.5469423063	0.1402524001
34.8333333333	0.0039812558	2.3164861613	0.2399391548	48.4677092599	0.1423768917
35	0.0041996826	2.2888835303	0.2654153772	53.6139062013	0.1426506267
35.1666666667	0.0039201389	2.2771562613	0.2428818094	49.0621255088	0.1404018732
35.3333333333	0.0037198655	2.2521455337	0.2435087866	49.1887749019	0.1344676883
35.5	0.0037508923	2.2464397779	0.2664916109	53.831305403	0.1398855318
35.6666666667	0.0035532476	2.2286465177	0.237418681	47.9585735657	0.1338136185
35.8333333333	0.0035577813	2.1582612872	0.2641089931	53.3500166074	0.1389352424
36	0.0035690146	2.1591836735	0.2700542491	54.550958313	0.1374352357
36.1666666667	0.0036895252	2.1446984436	0.2524010293	50.9850079221	0.1359191204
36.3333333333	0.0034433742	2.1320501888	0.2479229928	50.0804445398	0.1297543791
36.5	0.0034197176	2.1521555368	0.2434202846	49.1708974883	0.13620459
36.6666666667	0.0036310368	2.1018507318	0.2442058597	49.3295836592	0.1304164607
36.8333333333	0.0036026493	2.1155059452	0.2488315148	50.2639659987	0.1332248581
37	0.0036755335	2.0967272727	0.2443813923	49.3650412527	0.1354492016
37.1666666667	0.0035344897	2.0984280532	0.2401681247	48.5139611871	0.1274653809
37.3333333333	0.0035054855	2.094543687	0.2383971706	48.1562284646	0.1267851517
37.5	0.0035235678	2.0759308834	0.2349277764	47.4554108358	0.1296854146
37.6666666667	0.0036079488	2.0669740354	0.2388584883	48.2494146323	0.1315332829
37.8333333333	0.0033142022	2.0310641912	0.2343032423	47.3292549495	0.1257172906
38	0.0035043335	2.0269876003	0.2316537786	46.7940632716	0.1302772218
38.1666666667	0.0035796328	2.0073529412	0.231745841	46.8126598805	0.1343258641
38.3333333333	0.0034371393	2.0304136253	0.2365975138	47.7926977828	0.1317099071
38.5	0.0033292831	2.015309842	0.2347901214	47.4276045165	0.130545548
38.6666666667	0.0030927754	1.9997575464	0.2272680943	45.9081550498	0.1286803072
38.8333333333	0.0034322973	2.0014602093	0.2955690563	59.7049493702	0.1369614463
39	0.003293648	2.0158093153	0.2394093725	48.360693253	0.1281732938
39.1666666667	0.0030623783	1.998783455	0.2406622049	48.6137653903	0.1260330188
39.3333333333	0.002969022	1.9910128735	0.2354172686	47.5542882622	0.1250184096
39.5	0.0033117981	2.0041272153	0.2473146345	49.957556166	0.1323787121
39.6666666667	0.0030430383	1.9679300292	0.2532377472	51.1540249374	0.124896724
39.8333333333	0.0029174449	1.9631547261	0.2474874938	49.9924737393	0.1289439397
40	0.0031456781	1.9639574262	0.2506839756	50.6381630757	0.1315118205
40.1666666667	0.003205801	1.9586156825	0.2525296596	51.0109912367	0.1331812424
40.3333333333	0.0030957577	1.9846622033	0.2520409983	50.912281655	0.1262520648
40.5	0.0031406563	1.953010279	0.2734936654	55.2457204045	0.1279188875
40.6666666667	0.0030168881	1.9455481972	0.2563786559	51.7884884853	0.1283452439
40.8333333333	0.0030732987	1.9715581709	0.2481379647	50.1238688665	0.1288082709
41	0.0029673981	1.9406134969	0.2696143318	54.4620950331	0.1245009902
41.1666666667	0.003240792	1.9522813922	0.2644693776	53.4228142753	0.1310018723
41.3333333333	0.0029582025	1.9413064833	0.2628340487	53.0924778335	0.1217022406
41.5	0.0032943787	1.9004190288	0.3335900591	67.3851919333	0.1358131572
41.6666666667	0.0033393626	1.9096422825	0.3348644322	67.6426153093	0.1354427894
41.8333333333	0.0031682994	1.9252916356	0.2628121265	53.0880495582	0.126160155
42	0.0030588122	1.9139359466	0.2584462893	52.2061504403	0.1224074425
42.1666666667	0.0027460846	1.8617060335	0.2171506536	43.8644320287	0.1244279568
42.3333333333	0.0027668018	1.8679730557	0.2528327747	51.0722204872	0.1209061994
42.5	0.0033705485	1.895392279	0.3188945319	64.416695449	0.1382148461
42.6666666667	0.0029203609	1.8813392418	0.2539378298	51.2954416129	0.1273052676
42.8333333333	0.0030379791	1.8685841805	0.2604217749	52.6051985373	0.1262696099
43	0.0025250133	1.8881864386	0.182912543	36.9483336922	0.1109558652
43.1666666667	0.0029044037	1.9014973394	0.2585224409	52.2215330712	0.1231657314
43.3333333333	0.003003418	1.8477132262	0.2661964239	53.7716776277	0.1315754311
43.5	0.0031450263	1.8492014362	0.2667230035	53.8780467158	0.1296730403
43.6666666667	0.0031680349	1.864637466	0.2535752402	51.2221985109	0.1314560462
43.8333333333	0.0032172536	1.8899468282	0.2566804348	51.8494478352	0.1312385169
44	0.0032748127	1.9030858842	0.2517426475	50.8520147962	0.1353302645
44.1666666667	0.0032179507	1.8507426046	0.3170479364	64.0436831519	0.1364483873
44.3333333333	0.0032337975	1.8456384167	0.2531620184	51.138727721	0.129028035
44.5	0.0031727936	1.8470107687	0.2555652335	51.624177164	0.1270960049
44.6666666667	0.0032664996	1.8668316832	0.2666998975	53.8733792978	0.130404208
44.8333333333	0.0032740247	1.8794343835	0.2536724237	51.241829592	0.1256990053
45	0.0034073289	1.8663691583	0.3083694848	62.2906359373	0.1302618491
45.1666666667	0.0030663715	1.8474450753	0.2519181507	50.887466447	0.1214311596
45.3333333333	0.0033391943	1.8552615385	0.3072775903	62.0700732333	0.1325439489
45.5	0.0031796791	1.8488386383	0.303217065	61.2498471273	0.1276285564
45.6666666667	0.0035194397	1.8393255641	0.3080057514	62.2171617733	0.1328819487
45.8333333333	0.0036375928	1.8427105231	0.3059010227	61.7920065795	0.1335491132
46	0.0034269453	1.8187228766	0.2666420674	53.8616976217	0.1234426648
46.1666666667	0.0033544531	1.8288836458	0.2695379902	54.4466740191	0.12222046
46.3333333333	0.0038107518	1.8065874195	0.3212165592	64.8857449492	0.1418745589
46.5	0.0031347058	1.8101250155	0.235087282	47.4876309563	0.1288402263
46.6666666667	0.0034600058	1.7950880675	0.3101485444	62.6500059616	0.1336309448
46.8333333333	0.0027574462	1.7857585139	0.2416160789	48.8064479356	0.1158201557
47	0.0028451177	1.781427513	0.2609686273	52.7156627244	0.1210217027
47.1666666667	0.0029496185	1.789187183	0.2556985745	51.6511120583	0.1253482634
47.3333333333	0.0025703572	1.7541692403	0.1803453257	36.4297557871	0.1204224443
47.5	0.0030632711	1.775040438	0.3236931491	65.3860161136	0.128810595
47.6666666667	0.0028000487	1.7683818971	0.2547286551	51.4551883375	0.1204479789
47.8333333333	0.0028262258	1.7778606038	0.259519088	52.4228557734	0.12221789
48	0.0029101812	1.7652909	0.2516465662	50.8326063778	0.1331544965
48.1666666667	0.003210326	1.7839590869	0.3096355832	62.5463878085	0.1360368356
48.3333333333	0.0028354041	1.7589519651	0.2820848819	56.9811461526	0.1323291769
48.5	0.0027280314	1.7646764926	0.2374498329	47.9648662372	0.1267647818
48.6666666667	0.0025356286	1.750249501	0.2167055383	43.7745187453	0.1152332754
48.8333333333	0.0023799886	1.7290081098	0.2148419181	43.3980674642	0.1115491002
49	0.0029105974	1.7583791896	0.2441944495	49.3272787986	0.1193109988
49.1666666667	0.0026918984	1.7286646586	0.2262609973	45.7047214449	0.1202490255
49.3333333333	0.0022988845	1.7340505379	0.1805203369	36.465108049	0.11097585
49.5	0.002200794	1.7511255628	0.1679916463	33.9343125574	0.1074995123
49.6666666667	0.0023120841	1.7187226049	0.1982117104	40.0387654924	0.1142941911
49.8333333333	0.0023002032	1.6987573742	0.2493584027	50.3703973548	0.1152467253
50	0.0024867072	1.6951925497	0.2427782205	49.0412005376	0.1181707358
50.1666666667	0.0023964875	1.731572327	0.190184279	38.4172243529	0.1100130875
50.3333333333	0.0023037226	1.7257027606	0.2030686034	41.0198578923	0.1124823391
50.5	0.0027169811	1.7096855346	0.2239186206	45.2315613587	0.1234105576
50.6666666667	0.0025801162	1.7208777429	0.2266110931	45.7754408021	0.1183902945
50.8333333333	0.0021705505	1.6994597311	0.1789910064	36.1561832947	0.1084134599
51	0.0024801897	1.6775742262	0.2446938497	49.4281576407	0.1103964961
51.1666666667	0.0023367811	1.7269400631	0.1920788266	38.7999229797	0.108462772
51.3333333333	0.0024039438	1.7011233119	0.2051616231	41.4426478573	0.112879188
51.5	0.0024739929	1.6869806094	0.2359544972	47.6628084291	0.1135139324
51.6666666667	0.0022117538	1.6714159627	0.1857759365	37.5267391718	0.1065370871
51.8333333333	0.0022770586	1.6779404341	0.1850845992	37.3870890392	0.1100339219
52	0.0024693285	1.6790340838	0.2345177512	47.3725857426	0.1118909352
52.1666666667	0.0024749606	1.6792951542	0.2391254274	48.3033363324	0.1171924947
52.3333333333	0.002808481	1.6963112683	0.2467323083	49.8399262787	0.1226906851
52.5	0.0026003221	1.7002772876	0.2295524141	46.3695876559	0.119790532
52.6666666667	0.0023729873	1.6862498427	0.2493936268	50.3775126095	0.1142602327
52.8333333333	0.0025459031	1.6718000505	0.239895439	48.458878684	0.1166693459
53	0.0024821538	1.6767164935	0.2299469733	46.4492886109	0.1106410065
53.1666666667	0.0022170869	1.6533899363	0.2341916212	47.3067074882	0.1117310743
53.3333333333	0.0024366878	1.6768307923	0.2543394055	51.3765599078	0.1174586402
53.5	0.0021205092	1.6473671076	0.189078102	38.193776595	0.1082243671
53.6666666667	0.0019422603	1.6519343934	0.1791799833	36.1943566245	0.1070243931
53.8333333333	0.0022428747	1.6609661715	0.2282305038	46.1025617578	0.1105380118
54	0.0022513369	1.6666666667	0.2153283924	43.4963352649	0.111775463
