Time	SizeNorm	NN	MaxRgMorm	MaxRg	EffPhi
120.5333333333	0.8836565701	6.1379020037	1.0462125666	211.3349384621	0.6007639235
121.0333333333	0.862449943	6.1291736931	1.0467675653	211.4470481998	0.6054095051
121.5333333333	0.864288607	6.1291687828	1.0465749539	211.4081406854	0.6054143247
122.0333333333	0.8631858056	6.1222766425	1.0458714091	211.2660246413	0.6036540383
122.5333333333	0.8578504461	6.1247474747	1.0432519641	210.7368967547	0.5998251381
123.0333333333	0.8732000342	6.1398601399	1.0478556038	211.6668319577	0.6060359645
123.5333333333	0.8837670335	6.1367694122	1.0435356155	210.794194334	0.5970305684
124.0333333333	0.8786098917	6.1385638522	1.0419469471	210.4732833127	0.5944794141
124.5333333333	0.8804547149	6.1402859546	1.0417341596	210.4303002479	0.5940552275
125.0333333333	0.8884256577	6.1371198118	1.0453153366	211.1536979873	0.5998691883
125.5333333333	0.8868359427	6.1329305136	1.0455356432	211.1981999168	0.6003523546
126.0333333333	0.8884456045	6.1553952005	1.0445187559	210.9927886991	0.5984005394
126.5333333333	0.885668932	6.1493064313	1.0430755853	210.7012682225	0.5965023363
127.0333333333	0.8860660146	6.1289398281	1.043377192	210.7621927772	0.5971749155
127.5333333333	0.8829145258	6.1344537815	1.0433446004	210.7556092897	0.5967867226
128.0333333333	0.8835889075	6.1394061399	1.0448691778	211.0635739138	0.5989390097
128.5333333333	0.896157152	6.1343946376	1.0477718418	211.649912041	0.6015692117
129.0333333333	0.8845682567	6.1501385507	1.0441783663	210.92403	0.5979216763
129.5333333333	0.8782145934	6.1466857095	1.0435130978	210.7896457633	0.59699925
130.0333333333	0.8796606827	6.1224558452	1.0434104906	210.7689191098	0.5969405039
130.5333333333	0.8782981282	6.1234028245	1.0433427583	210.755237167	0.596958123
131.0333333333	0.8821416959	6.1199563795	1.0438653234	210.8607953253	0.5978650154
131.5333333333	0.8818598005	6.1373089451	1.0439222225	210.8722889453	0.5980234721
132.0333333333	0.8763446118	6.119457922	1.0438498568	210.8576710768	0.5982493112
132.5333333333	0.8784910915	6.1208312385	1.0430548122	210.6970720557	0.5968110249
133.0333333333	0.8753691063	6.1298636097	1.0428339603	210.6524599832	0.5967105784
133.5333333333	0.8762914199	6.1218512009	1.0426016228	210.6055278074	0.5959927021
134.0333333333	0.8786788764	6.1381964196	1.0423669737	210.5581286794	0.5951757842
134.5333333333	0.878513126	6.1418558077	1.041761594	210.4358419888	0.5944016615
135.0333333333	0.8701917236	6.1517138352	1.0398934428	210.0584754479	0.5922387721
135.5333333333	0.8657485916	6.1488953731	1.0393520527	209.9491146421	0.5920785865
136.0333333333	0.868747676	6.1227865018	1.0399188768	210.0636131061	0.592250832
136.5333333333	0.8741811102	6.1274747306	1.0399195628	210.0637516878	0.5918967869
137.0333333333	0.8686671661	6.1307003598	1.0386739043	209.8121286667	0.590423204
137.5333333333	0.8744852778	6.14	1.0409712407	210.2761906204	0.5933007152
138.0333333333	0.8734001801	6.132657302	1.0410462095	210.2913343248	0.5933151179
138.5333333333	0.8702053915	6.1364165696	1.0383100212	209.7386242817	0.589820135
139.0333333333	0.8750606651	6.1383553671	1.0388340355	209.8444751632	0.5903544431
139.5333333333	0.8748216321	6.1626391753	1.0399676181	210.0734588595	0.5917704666
140.0333333333	0.8686227077	6.1700551486	1.0382195522	209.7203495393	0.5900884442
140.5333333333	0.8686424289	6.1420647405	1.0367226638	209.4179780874	0.5877886394
141.0333333333	0.8768505053	6.1457294782	1.0392657794	209.9316874465	0.5899573786
141.5333333333	0.8774494634	6.1448292965	1.0396169219	210.0026182254	0.5905712193
142.0333333333	0.8732986975	6.1545574637	1.0394966831	209.9783299881	0.5915959507
142.5333333333	0.8844438964	6.1604622369	1.0422568667	210.5358870706	0.5943428725
143.0333333333	0.8794488316	6.1552436003	1.0394675588	209.9724468855	0.5911293163
143.5333333333	0.8816085598	6.141877942	1.0401247152	210.1051924773	0.5912435525
144.0333333333	0.8820584593	6.1508093822	1.040186035	210.1175790668	0.5917089196
144.5333333333	0.8780404237	6.152497519	1.0384605479	209.769030683	0.5892957776
145.0333333333	0.8796177641	6.1485222287	1.0383152257	209.7396755948	0.5888330587
145.5333333333	0.8775874749	6.1676338916	1.0361020959	209.2926233655	0.5855782929
146.0333333333	0.8797935556	6.1622382253	1.0375771322	209.5905807019	0.5876957688
146.5333333333	0.8784608359	6.1776565857	1.0376544886	209.6062067032	0.5878372932
147.0333333333	0.876588891	6.1678113364	1.0362983217	209.3322609751	0.5859142203
147.5333333333	0.8844324415	6.1717171717	1.037566791	209.5884917876	0.5872676308
148.0333333333	0.881927145	6.1697581981	1.0363887189	209.3505212085	0.5861053031
148.5333333333	0.8857612549	6.1600530196	1.0377257417	209.6205998231	0.5875866281
149.0333333333	0.8845517287	6.1724622119	1.0379258969	209.6610311744	0.5878788201
149.5333333333	0.8846160412	6.1743640405	1.0376061605	209.596444413	0.5874701805
150.0333333333	0.9000431481	6.1547079661	1.0427441213	210.634312508	0.5940557573
150.5333333333	0.8976343388	6.1880187361	1.0422274042	210.5299356461	0.5934419154
151.0333333333	0.8988868731	6.1750205423	1.0427808154	210.641724715	0.5939818585
151.5333333333	0.8963238176	6.1806853583	1.0401930646	210.1189990522	0.5902272774
152.0333333333	0.8959088399	6.1909053667	1.0404790667	210.1767714743	0.5905517896
152.5333333333	0.9003316152	6.1890604468	1.0411509851	210.3124989903	0.5912268919
153.0333333333	0.8996368099	6.1720465345	1.0416669221	210.4167182598	0.5922781012
153.5333333333	0.9037466375	6.1530754701	1.0412651582	210.3355619618	0.5901647733
154.0333333333	0.8990729368	6.1910775791	1.0405453506	210.1901608114	0.5903227364
154.5333333333	0.8994927767	6.1842537804	1.0410814976	210.2984625153	0.5909136252
155.0333333333	0.8956023598	6.1650230112	1.0389186824	209.8615738487	0.5880893708
155.5333333333	0.8990084191	6.1778975741	1.041440826	210.3710468619	0.5914795053
156.0333333333	0.8939095042	6.1859247136	1.0387046372	209.8183367133	0.5879674637
156.5333333333	0.900831313	6.1862176081	1.0406478641	210.2108685451	0.5905706702
157.0333333333	0.8981615815	6.2016655781	1.0396045908	210.0001273394	0.5891553654
157.5333333333	0.899313906	6.1897666803	1.0403343477	210.1475382287	0.5902031497
158.0333333333	0.8996315348	6.1797310594	1.039708518	210.0211206394	0.5894469348
158.5333333333	0.9061288216	6.193072955	1.0418780015	210.4593563014	0.591273636
159.0333333333	0.8973834081	6.1770056543	1.0399512558	210.0701536714	0.5903067343
159.5333333333	0.9069415871	6.1876227898	1.0413796584	210.3586909907	0.5905598302
160.0333333333	0.907103647	6.1926703288	1.0405619273	210.1935093125	0.5893663512
160.5333333333	0.9081512493	6.1990188062	1.0418879856	210.4613731002	0.5914469028
161.0333333333	0.9066184187	6.1928851175	1.0409462599	210.2711445081	0.5899850684
161.5333333333	0.9062618275	6.1915608357	1.0410323924	210.2885432592	0.5903057362
162.0333333333	0.9046647116	6.1967159546	1.0404099884	210.1628176655	0.5896030059
162.5333333333	0.9030154856	6.1998532888	1.0410111889	210.2842601677	0.5905020934
163.0333333333	0.9024783734	6.1780978884	1.0403012621	210.1408549344	0.5892529566
163.5333333333	0.9022318436	6.1926239518	1.0411837269	210.3191128388	0.5912051295
164.0333333333	0.9017495411	6.2078175896	1.0406278692	210.2068295732	0.5905620694
164.5333333333	0.9044538854	6.1648892535	1.0409443863	210.2707660314	0.5900736496
165.0333333333	0.8901939578	6.1743598108	1.0373120288	209.5370298211	0.5871227787
165.5333333333	0.893076365	6.1918453541	1.037515688	209.5781689725	0.5866209871
166.0333333333	0.8935671104	6.196059353	1.0378942208	209.6546326024	0.5875679166
