# t/tauB rate Stress_mPa
1.310000000000000000e+02 7.097925875552532973e-03 3.007525953761233661e-01
1.320000000000000000e+02 6.396949798771446420e-03 3.012984186963978475e-02
1.330000000000000000e+02 6.625311220829641079e-03 1.214191277153185006e-01
1.340000000000000000e+02 6.720147843252551219e-03 1.584095095659171226e-01
1.350000000000000000e+02 7.123700972175662192e-03 3.101864774091107613e-01
1.360000000000000000e+02 6.900589686755049905e-03 2.273701017444531569e-01
1.370000000000000000e+02 6.719813013898743963e-03 1.582798321153017773e-01
1.380000000000000000e+02 6.736526946107784623e-03 1.647451644276240745e-01
1.390000000000000000e+02 6.449745731177905332e-03 5.152179413754207765e-02
1.400000000000000000e+02 6.935843448105028473e-03 2.406324734072113614e-01
1.410000000000000000e+02 6.303819372914177405e-03 -8.038939360632522263e-03
1.420000000000000000e+02 5.920565742948770242e-03 -1.712841879387961286e-01
1.430000000000000000e+02 5.824207374594971877e-03 -2.139906400577012147e-01
1.440000000000000000e+02 6.834738479168371572e-03 2.024145616206717013e-01
1.450000000000000000e+02 6.568747450020400065e-03 9.910388850855163245e-02
1.460000000000000000e+02 6.645466405740377974e-03 1.293246340661653448e-01
1.470000000000000000e+02 6.336569316381656346e-03 5.447274453919343298e-03
1.480000000000000000e+02 6.312211701869385391e-03 -4.576367816200717711e-03
1.490000000000000000e+02 6.488011283497884148e-03 6.691713132776948292e-02
1.500000000000000000e+02 5.901244480128462096e-03 -1.797914704375322137e-01
1.510000000000000000e+02 4.998000799680128378e-03 -6.121506004875835183e-01
1.520000000000000000e+02 6.700969247337561219e-03 1.509713176058509465e-01
1.530000000000000000e+02 6.508804855648284843e-03 7.524495348336776579e-02
1.540000000000000000e+02 4.910375663699149268e-03 -6.581843628159849136e-01
1.550000000000000000e+02 6.811392152957578341e-03 1.935092649555018862e-01
1.560000000000000000e+02 6.012822044359495376e-03 -1.310421578563052969e-01
1.570000000000000000e+02 6.198839704363029099e-03 -5.174603596219550655e-02
1.580000000000000000e+02 6.706349206349206289e-03 1.530600173247024243e-01
1.590000000000000000e+02 6.020278833967046897e-03 -1.278165369092772174e-01
1.600000000000000000e+02 6.625912048905541370e-03 1.216551392290253220e-01
1.610000000000000000e+02 6.456184552397449192e-03 5.411869894835307643e-02
1.620000000000000000e+02 6.377701665288768029e-03 2.228690293654647311e-02
1.630000000000000000e+02 6.124371859296482042e-03 -8.320099409442056893e-02
1.640000000000000000e+02 6.739283755191599785e-03 1.658100200750877440e-01
1.650000000000000000e+02 6.928406466512702401e-03 2.378403197608497943e-01
1.660000000000000000e+02 6.484881631377451688e-03 6.566139579312003927e-02
1.670000000000000000e+02 6.066734074823053845e-03 -1.078106959653511859e-01
1.680000000000000000e+02 5.750252544875282014e-03 -2.472497527990273336e-01
1.690000000000000000e+02 7.127915084837684913e-03 3.117256275411625643e-01
1.700000000000000000e+02 6.591446628668915474e-03 1.080820460658168530e-01
1.710000000000000000e+02 7.158334623123355570e-03 3.228090523793244460e-01
1.720000000000000000e+02 6.478232368025295569e-03 6.299144550764147754e-02
1.730000000000000000e+02 6.551564667797132868e-03 9.228696359200123933e-02
1.740000000000000000e+02 6.780183373141228376e-03 1.815570968524680973e-01
1.750000000000000000e+02 6.548788474132285348e-03 9.118388690667908469e-02
1.760000000000000000e+02 7.441218211806221311e-03 4.236789315488471153e-01
1.770000000000000000e+02 6.505931879066207367e-03 7.409591215752958648e-02
1.780000000000000000e+02 6.611380746742079664e-03 1.159410834448496019e-01
1.790000000000000000e+02 7.516501964973863921e-03 4.498775547073386449e-01
1.800000000000000000e+02 6.364814391340803401e-03 1.702255043345886343e-02
1.810000000000000000e+02 7.567403125831843533e-03 4.674428108591359710e-01
1.820000000000000000e+02 6.395127521888085281e-03 2.938834002445120039e-02
1.830000000000000000e+02 6.725179528097572149e-03 1.603574739580176378e-01
1.840000000000000000e+02 7.286527514231498637e-03 3.690046814920136531e-01
1.850000000000000000e+02 5.993930197268588361e-03 -1.392322384251248879e-01
1.860000000000000000e+02 7.299546142208774777e-03 3.736505388630186886e-01
1.870000000000000000e+02 6.767485822306238026e-03 1.766785054417814860e-01
1.880000000000000000e+02 6.704331450094161600e-03 1.522768459098876592e-01
1.890000000000000000e+02 7.298720842738901093e-03 3.733562666823794784e-01
1.900000000000000000e+02 6.350518563054261510e-03 1.117032951372564850e-02
1.910000000000000000e+02 8.493601736137095654e-03 7.679483430490111617e-01
1.920000000000000000e+02 7.058911876243757419e-03 2.864078032334904100e-01
1.930000000000000000e+02 6.531041213122137576e-03 8.412122434670725457e-02
1.940000000000000000e+02 5.856242306688052776e-03 -1.997147144287152454e-01
1.950000000000000000e+02 7.229903477061826872e-03 3.487006573011607324e-01
1.960000000000000000e+02 6.816657975117336107e-03 1.955205398381779092e-01
1.970000000000000000e+02 6.685485069083345507e-03 1.449504131055050216e-01
1.980000000000000000e+02 6.152021643256865013e-03 -7.147740416921556650e-02
1.990000000000000000e+02 6.630366337000407131e-03 1.234041627361086857e-01
2.000000000000000000e+02 6.405035172158460126e-03 3.341731164315309838e-02
2.010000000000000000e+02 6.812796208530805774e-03 1.940456943935497669e-01
2.020000000000000000e+02 6.730769230769231143e-03 1.625197610253744651e-01
2.030000000000000000e+02 7.269640946160374831e-03 3.629661204642253280e-01
2.040000000000000000e+02 6.526548672566371591e-03 8.233033834282245389e-02
2.050000000000000000e+02 6.165319156791080821e-03 -6.585796990833261977e-02
2.060000000000000000e+02 6.134289198477514173e-03 -7.898993663690224987e-02
2.070000000000000000e+02 6.310428813934607951e-03 -5.311580139593105078e-03
2.080000000000000000e+02 6.705474909733991594e-03 1.527206969864418895e-01
2.090000000000000000e+02 7.106038291605301822e-03 3.037254908374647511e-01
2.100000000000000000e+02 5.847953216374268681e-03 -2.034011302296897250e-01
2.110000000000000000e+02 6.386258533362695715e-03 2.577644472147492052e-02
2.120000000000000000e+02 6.459900899247568093e-03 5.561639707208580058e-02
2.130000000000000000e+02 7.190285777174510763e-03 3.343999231480001555e-01
2.140000000000000000e+02 5.357208380728726779e-03 -4.315164559230144636e-01
2.150000000000000000e+02 7.077192470450897367e-03 2.931391157031511541e-01
2.160000000000000000e+02 5.875483541347347079e-03 -1.911776145404866234e-01
2.170000000000000000e+02 6.317327003834216116e-03 -2.468114682769008417e-03
2.180000000000000000e+02 5.498106612292455453e-03 -3.639507302264077260e-01
2.190000000000000000e+02 7.129606052890037106e-03 3.123429759362180702e-01
2.200000000000000000e+02 5.815855475991421608e-03 -2.177254534323589119e-01
2.210000000000000000e+02 5.551926845199216601e-03 -3.385980220714548405e-01
2.220000000000000000e+02 6.217691501283302211e-03 -4.384304027239521034e-02
2.230000000000000000e+02 7.411692396688238788e-03 4.133315647654935421e-01
2.240000000000000000e+02 5.810176831468783810e-03 -2.202679017604499412e-01
2.250000000000000000e+02 7.103194634744357076e-03 3.026837840235037658e-01
2.260000000000000000e+02 6.246840470860113952e-03 -3.167033895728761650e-02
2.270000000000000000e+02 7.076578690832942102e-03 2.929133909243089584e-01
2.280000000000000000e+02 6.906277118889210705e-03 2.295142759136375443e-01
2.290000000000000000e+02 6.639243703543335103e-03 1.268864532488900576e-01
2.300000000000000000e+02 6.937669376693766932e-03 2.413175455278231962e-01
2.310000000000000000e+02 7.603329609743792600e-03 4.797695416918305034e-01
2.320000000000000000e+02 5.835945098886847864e-03 -2.087507911479013489e-01
2.330000000000000000e+02 7.645095294497685108e-03 4.940267550855823586e-01
2.340000000000000000e+02 8.047636232407073126e-03 6.275773214485620421e-01
2.350000000000000000e+02 7.192944408298995035e-03 3.353620683131445235e-01
2.360000000000000000e+02 5.887209677998348455e-03 -1.859885715662135675e-01
2.370000000000000000e+02 6.771038584172249693e-03 1.780444520353059445e-01
2.380000000000000000e+02 6.811744882228515721e-03 1.936440380867406608e-01
2.390000000000000000e+02 6.317527549445421317e-03 -2.385495316695098161e-03
2.400000000000000000e+02 5.800422499910487528e-03 -2.246409263606037876e-01
2.410000000000000000e+02 5.837272597049133344e-03 -2.081588448775052169e-01
2.420000000000000000e+02 6.121134020618556638e-03 -8.457730778083512313e-02
2.430000000000000000e+02 7.691206982900479668e-03 5.096773415523797590e-01
2.440000000000000000e+02 5.915886845218887476e-03 -1.733417879584948362e-01
2.450000000000000000e+02 6.622990727812981364e-03 1.205074129349555379e-01
2.460000000000000000e+02 6.700827749310208845e-03 1.509163601913184882e-01
2.470000000000000000e+02 6.862604196608220603e-03 2.130040127460748889e-01
2.480000000000000000e+02 5.962001221132780249e-03 -1.531330946841630292e-01
2.490000000000000000e+02 6.226293566163314946e-03 -4.024486557911856333e-02
2.500000000000000000e+02 6.905681980821525880e-03 2.292899903140921125e-01
2.510000000000000000e+02 5.294980501592072043e-03 -4.619246076987940652e-01
2.520000000000000000e+02 7.288838073460054620e-03 3.698298385058208515e-01
2.530000000000000000e+02 6.642619906431912816e-03 1.282096013969636350e-01
2.540000000000000000e+02 6.381006701839441429e-03 2.363527115922038277e-02
2.550000000000000000e+02 6.389890408024845314e-03 2.725613166277267296e-02
2.560000000000000000e+02 5.672291391673504705e-03 -2.827769628841483307e-01
2.570000000000000000e+02 6.511528608027327206e-03 7.633384462528436387e-02
2.580000000000000000e+02 6.735566642908054173e-03 1.643741316918952977e-01
2.590000000000000000e+02 6.019590382902938533e-03 -1.281141761922373890e-01
2.600000000000000000e+02 6.628620041827655920e-03 1.227186014662099978e-01
2.610000000000000000e+02 6.186666666666666703e-03 -5.686196230114055200e-02
2.620000000000000000e+02 5.890284578809168968e-03 -1.846295787445196013e-01
2.630000000000000000e+02 6.442934013027470583e-03 4.877166898358844399e-02
2.640000000000000000e+02 6.547977205960429231e-03 9.086145402555340089e-02
2.650000000000000000e+02 6.303562575253204847e-03 -8.144963583167118618e-03
2.660000000000000000e+02 6.054168879447689548e-03 -1.132067137242490779e-01
2.670000000000000000e+02 7.750299443387585752e-03 5.295970725857325201e-01
2.680000000000000000e+02 6.741731672020048922e-03 1.667551967597404039e-01
2.690000000000000000e+02 6.777028696480886898e-03 1.803458757910859633e-01
2.700000000000000000e+02 6.170445329854377416e-03 -6.369492187844055797e-02
2.710000000000000000e+02 5.711062539660156229e-03 -2.650481750144956794e-01
2.720000000000000000e+02 6.326222190981618809e-03 1.193942333023682986e-03
2.730000000000000000e+02 7.305166297896252894e-03 3.756536004408580487e-01
2.740000000000000000e+02 6.392918613228423808e-03 2.848923068122447000e-02
2.750000000000000000e+02 6.841145102441762403e-03 2.048530055109342163e-01
2.760000000000000000e+02 6.816105684772679786e-03 1.953096661041742454e-01
2.770000000000000000e+02 5.447388767835805411e-03 -3.880701811397265777e-01
2.780000000000000000e+02 6.991532867231141889e-03 2.614459503026582143e-01
2.790000000000000000e+02 6.233491811938721844e-03 -3.723771551651565426e-02
2.800000000000000000e+02 5.696202531645569618e-03 -2.718289088752987026e-01
2.810000000000000000e+02 6.739206739206739412e-03 1.657802775004728058e-01
2.820000000000000000e+02 7.063536688220410815e-03 2.881124054072163321e-01
2.830000000000000000e+02 6.214887640449437943e-03 -4.501694856913059095e-02
2.840000000000000000e+02 6.242109692804039857e-03 -3.364206060605216819e-02
2.850000000000000000e+02 6.054243219597550164e-03 -1.131747560487991466e-01
2.860000000000000000e+02 6.548536209553158446e-03 9.108363038707416315e-02
2.870000000000000000e+02 6.097560975609756309e-03 -9.461954192633618976e-02
2.880000000000000000e+02 6.158799034188333112e-03 -6.861181109551199586e-02
2.890000000000000000e+02 6.224429135923348171e-03 -4.102431963960691957e-02
2.900000000000000000e+02 6.361412093673540595e-03 1.563095942879143968e-02
2.910000000000000000e+02 5.520807854921555395e-03 -3.532268889847202109e-01
2.920000000000000000e+02 6.876810835340524744e-03 2.183862419931898724e-01
2.930000000000000000e+02 6.250873026959072667e-03 -2.999080491331046136e-02
2.940000000000000000e+02 6.879452437491270084e-03 2.193857951128181938e-01
2.950000000000000000e+02 5.937205322529948148e-03 -1.639798893883638864e-01
2.960000000000000000e+02 6.351422090385622395e-03 1.154059238004185098e-02
2.970000000000000000e+02 6.286452694443474612e-03 -1.521888022329938653e-02
2.980000000000000000e+02 6.070755704416998418e-03 -1.060860015790641431e-01
2.990000000000000000e+02 6.151600458763424074e-03 -7.165559211993806354e-02
3.000000000000000000e+02 6.737748758378772976e-03 1.652171600789370531e-01
3.010000000000000000e+02 6.950477845351867544e-03 2.461181062168356637e-01
3.020000000000000000e+02 7.133660437763162526e-03 3.138225780090465045e-01
3.030000000000000000e+02 6.669445602334306104e-03 1.386988669844409494e-01
3.040000000000000000e+02 7.041764950742333655e-03 2.800780692440015263e-01
3.050000000000000000e+02 6.131781334441904069e-03 -8.005417149273956479e-02
3.060000000000000000e+02 7.442279068157429782e-03 4.240499457490428115e-01
3.070000000000000000e+02 5.438736273253195683e-03 -3.922073862465195737e-01
3.080000000000000000e+02 7.220590775608913721e-03 3.453461249691635038e-01
3.090000000000000000e+02 6.790936179058969929e-03 1.856813485768144534e-01
3.100000000000000000e+02 6.146900503559645651e-03 -7.364480152221877796e-02
3.110000000000000000e+02 6.605111180274578567e-03 1.134718605704166106e-01
3.120000000000000000e+02 6.713035053116024609e-03 1.556533773292987921e-01
3.130000000000000000e+02 6.835836354220610825e-03 2.028325893429784865e-01
3.140000000000000000e+02 6.936057144829014046e-03 2.407126598299948739e-01
3.150000000000000000e+02 7.445708376421923680e-03 4.252489189691322502e-01
3.160000000000000000e+02 6.869175008629616920e-03 2.154947688738410028e-01
3.170000000000000000e+02 7.157181384413249803e-03 3.223897269998153292e-01
3.180000000000000000e+02 6.251079260922120379e-03 -2.990493890121185758e-02
3.190000000000000000e+02 7.018751075176328860e-03 2.715583000093140797e-01
3.200000000000000000e+02 6.231280338761318108e-03 -3.816121419771773687e-02
3.210000000000000000e+02 7.319084598996632683e-03 3.806075510501796821e-01
3.220000000000000000e+02 6.410477339307254531e-03 3.562773197471476305e-02
3.230000000000000000e+02 6.509609423434594214e-03 7.556664787968515873e-02
3.240000000000000000e+02 6.957839625241113608e-03 2.488732687031171009e-01
3.250000000000000000e+02 7.347361159020351744e-03 3.906431009589040881e-01
3.260000000000000000e+02 6.269592476489027968e-03 -2.220843510238033891e-02
3.270000000000000000e+02 6.083728603835842491e-03 -1.005302908948728924e-01
3.280000000000000000e+02 5.465232186436600088e-03 -3.795590295895271971e-01
3.290000000000000000e+02 7.545099115165649142e-03 4.597606067077002479e-01
3.300000000000000000e+02 6.865774116031582615e-03 2.142059116391241691e-01
3.310000000000000000e+02 1.061519903498190677e-02 1.348261734016829916e+00
3.320000000000000000e+02 8.783456670585793741e-03 8.552837987557606603e-01
3.330000000000000000e+02 7.859229378216720657e-03 5.659218902371874194e-01
3.340000000000000000e+02 7.258456622907550129e-03 3.589589299405009926e-01
3.350000000000000000e+02 7.903768156134086814e-03 5.806294149760280465e-01
3.360000000000000000e+02 6.627112175150063830e-03 1.221264972323466702e-01
3.370000000000000000e+02 6.451170132454876055e-03 5.209650678720871564e-02
3.380000000000000000e+02 6.158688883566565235e-03 -6.865835938762290813e-02
3.390000000000000000e+02 6.939933677481111701e-03 2.421668405984013783e-01
3.400000000000000000e+02 7.331026686307423254e-03 3.848506030830270985e-01
3.410000000000000000e+02 6.455822258851001347e-03 5.397264752470307819e-02
3.420000000000000000e+02 5.453984152574349251e-03 -3.849209978776802488e-01
3.430000000000000000e+02 6.505512565911113730e-03 7.392816625556977717e-02
3.440000000000000000e+02 7.461409453400417481e-03 4.307313712742687484e-01
3.450000000000000000e+02 6.339307130863859434e-03 6.571529819090562302e-03
3.460000000000000000e+02 5.920399712535505225e-03 -1.713571739245208225e-01
3.470000000000000000e+02 6.981519507186857883e-03 2.577157894273542360e-01
3.480000000000000000e+02 6.176864211935074317e-03 -6.098893277301942889e-02
3.490000000000000000e+02 6.586620926243567584e-03 1.061759368956517319e-01
3.500000000000000000e+02 6.796416434970651947e-03 1.877807957901507507e-01
3.510000000000000000e+02 6.855419208884622889e-03 2.102777138127227829e-01
3.520000000000000000e+02 6.094638088064096258e-03 -9.586741097606585327e-02
3.530000000000000000e+02 6.473046099047879802e-03 6.090704408008288523e-02
